card_id,set_id,series_name,set_code,set_name,card_number,number_key,card_name,old_image_url,reason,detail,scrydex_detail_url,new_image_url
9fb68e81-b67e-4064-ac61-d7ad110144f1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,256,256,基本闘エネルギー,,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-256,"https://images.scrydex.com/magicthegathering/HOB-256/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-256/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-256/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
f97dcff1-08c3-46d6-b45c-63388051b0eb,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,257,257,基本悪エネルギー,,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-257,"https://images.scrydex.com/magicthegathering/HOB-257/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-257/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-257/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
33908657-cd8b-4cfd-9946-a52deedf9ac6,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,258,258,基本鋼エネルギー,,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-258,"https://images.scrydex.com/magicthegathering/HOB-258/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-258/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-258/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
568745e2-f5b5-442c-a0fa-3230ec94c7c9,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,259,259,オリジンパルキアVSTAR,https://assets.tcgdex.net/ja/S/S12a/259/high.webp,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-259,"https://images.scrydex.com/magicthegathering/HOB-259/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-259/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-259/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
a77aac64-2e84-454b-8f3f-e12da7e81d94,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,260,260,オリジンディアルガVSTAR,https://assets.tcgdex.net/ja/S/S12a/260/high.webp,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-260,"https://images.scrydex.com/magicthegathering/HOB-260/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-260/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-260/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
608b0260-ea80-4164-8763-60dce5ca94e5,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,261,261,ギラティナVSTAR,https://assets.tcgdex.net/ja/S/S12a/261/high.webp,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-261,"https://images.scrydex.com/magicthegathering/HOB-261/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-261/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-261/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
c2d87edb-f856-404b-b113-ecad5b432e09,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,262,262,アルセウスVSTAR,https://assets.tcgdex.net/ja/S/S12a/262/high.webp,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-262,"https://images.scrydex.com/magicthegathering/HOB-262/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-262/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-262/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
b625b916-14ae-4407-8bf8-354d4d3279a7,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,ソード・シールド,S12a,VSTARユニバース,255,255,基本超エネルギー,,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s12a_ja-255,"https://images.scrydex.com/magicthegathering/HOB-255/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-255/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-255/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
dd3feaf1-86b4-4378-b743-8f50b480d71a,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,274,274,メロン,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041102_T_MERON.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-274,"https://images.scrydex.com/magicthegathering/HOB-274/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-274/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-274/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
32e80b8e-edc0-4955-b2d0-676aa17b6892,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,276,276,ユウリ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041104_T_YUURI.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-276,"https://images.scrydex.com/magicthegathering/HOB-276/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-276/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-276/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
c4697b06-5959-4afa-97cd-ef6f781fff01,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,265,265,バーネット博士,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041093_T_BANETTOHAKASE.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-265,"https://images.scrydex.com/magicthegathering/HOB-265/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-265/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-265/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
c433b1aa-bc9c-4a4f-bb75-6c919e18b041,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,266,266,博士の研究,,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-266,"https://images.scrydex.com/magicthegathering/HOB-266/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-266/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-266/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
4dad0853-acbd-411e-9c79-99e682f5d808,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,267,267,冒険家の発見,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041095_T_BOUKENKANOHAKKEN.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-267,"https://images.scrydex.com/magicthegathering/HOB-267/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-267/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-267/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
7b2981bd-1a87-46d6-8ade-3cbefc148a2e,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,268,268,ボスの指令,,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-268,"https://images.scrydex.com/magicthegathering/HOB-268/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-268/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-268/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
a1e5396b-a278-4757-9b68-7b7c8c39da72,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,269,269,ポプラ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041097_T_POPURA.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-269,"https://images.scrydex.com/magicthegathering/HOB-269/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-269/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-269/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
f58355fb-3074-427b-b3e2-47d1fd6b1fd2,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,270,270,マクワ,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041098_T_MAKUWA.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-270,"https://images.scrydex.com/magicthegathering/HOB-270/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-270/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-270/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
4665e8db-52db-40fe-abfa-f60ffdc63bb0,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,ソード・シールド,S8b,VMAXクライマックス,271,271,マスター,https://www.pokemon-card.com/assets/images/card_images/large/S8b/041099_T_MASUTA.jpg,CARD_NOT_FOUND,,https://scrydex.com/magicthegathering/search?q=s8b_ja-271,"https://images.scrydex.com/magicthegathering/HOB-271/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-271/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-271/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The"
