set_code,set_name,scrydex_id,card_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url,resolved_japanese_name,resolution_method,resolution_status,candidate_japanese_names
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,1,Exeggcute,C,https://images.scrydex.com/pokemon/xy6_ja-1/medium,https://scrydex.com/pokemon/cards/exeggcute/xy6_ja-1?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,3,Wurmple,C,https://images.scrydex.com/pokemon/xy6_ja-3/medium,https://scrydex.com/pokemon/cards/wurmple/xy6_ja-3?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,4,Silcoon,C,https://images.scrydex.com/pokemon/xy6_ja-4/medium,https://scrydex.com/pokemon/cards/silcoon/xy6_ja-4?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,5,Beautifly,R,https://images.scrydex.com/pokemon/xy6_ja-5/medium,https://scrydex.com/pokemon/cards/beautifly/xy6_ja-5?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,6,Cascoon,C,https://images.scrydex.com/pokemon/xy6_ja-6/medium,https://scrydex.com/pokemon/cards/cascoon/xy6_ja-6?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,7,Dustox,C,https://images.scrydex.com/pokemon/xy6_ja-7/medium,https://scrydex.com/pokemon/cards/dustox/xy6_ja-7?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,8,Dustox,C,https://images.scrydex.com/pokemon/xy6_ja-8/medium,https://scrydex.com/pokemon/cards/dustox/xy6_ja-8?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,10,Ninjask,C,https://images.scrydex.com/pokemon/xy6_ja-10/medium,https://scrydex.com/pokemon/cards/ninjask/xy6_ja-10?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,12,Tropius,C,https://images.scrydex.com/pokemon/xy6_ja-12/medium,https://scrydex.com/pokemon/cards/tropius/xy6_ja-12?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,17,Wingull,C,https://images.scrydex.com/pokemon/xy6_ja-17/medium,https://scrydex.com/pokemon/cards/wingull/xy6_ja-17?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,18,Pelipper,C,https://images.scrydex.com/pokemon/xy6_ja-18/medium,https://scrydex.com/pokemon/cards/pelipper/xy6_ja-18?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,23,Natu,C,https://images.scrydex.com/pokemon/xy6_ja-23/medium,https://scrydex.com/pokemon/cards/natu/xy6_ja-23?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,24,Natu,C,https://images.scrydex.com/pokemon/xy6_ja-24/medium,https://scrydex.com/pokemon/cards/natu/xy6_ja-24?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,25,Xatu,C,https://images.scrydex.com/pokemon/xy6_ja-25/medium,https://scrydex.com/pokemon/cards/xatu/xy6_ja-25?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,26,Shuppet,C,https://images.scrydex.com/pokemon/xy6_ja-26/medium,https://scrydex.com/pokemon/cards/shuppet/xy6_ja-26?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,27,Banette,U,https://images.scrydex.com/pokemon/xy6_ja-27/medium,https://scrydex.com/pokemon/cards/banette/xy6_ja-27?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,28,Banette,U,https://images.scrydex.com/pokemon/xy6_ja-28/medium,https://scrydex.com/pokemon/cards/banette/xy6_ja-28?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,40,Dratini,C,https://images.scrydex.com/pokemon/xy6_ja-40/medium,https://scrydex.com/pokemon/cards/dratini/xy6_ja-40?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,41,Dragonair,C,https://images.scrydex.com/pokemon/xy6_ja-41/medium,https://scrydex.com/pokemon/cards/dragonair/xy6_ja-41?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,42,Dragonite,U,https://images.scrydex.com/pokemon/xy6_ja-42/medium,https://scrydex.com/pokemon/cards/dragonite/xy6_ja-42?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,43,Dragonite,R,https://images.scrydex.com/pokemon/xy6_ja-43/medium,https://scrydex.com/pokemon/cards/dragonite/xy6_ja-43?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,45,Bagon,C,https://images.scrydex.com/pokemon/xy6_ja-45/medium,https://scrydex.com/pokemon/cards/bagon/xy6_ja-45?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,46,Shelgon,U,https://images.scrydex.com/pokemon/xy6_ja-46/medium,https://scrydex.com/pokemon/cards/shelgon/xy6_ja-46?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,47,Salamence,R,https://images.scrydex.com/pokemon/xy6_ja-47/medium,https://scrydex.com/pokemon/cards/salamence/xy6_ja-47?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,55,Skarmory,C,https://images.scrydex.com/pokemon/xy6_ja-55/medium,https://scrydex.com/pokemon/cards/skarmory/xy6_ja-55?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,64,Pidove,C,https://images.scrydex.com/pokemon/xy6_ja-64/medium,https://scrydex.com/pokemon/cards/pidove/xy6_ja-64?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,65,Tranquill,C,https://images.scrydex.com/pokemon/xy6_ja-65/medium,https://scrydex.com/pokemon/cards/tranquill/xy6_ja-65?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,66,Unfezant,U,https://images.scrydex.com/pokemon/xy6_ja-66/medium,https://scrydex.com/pokemon/cards/unfezant/xy6_ja-66?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,67,Unfezant,U,https://images.scrydex.com/pokemon/xy6_ja-67/medium,https://scrydex.com/pokemon/cards/unfezant/xy6_ja-67?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,71,Mega Turbo,U,https://images.scrydex.com/pokemon/xy6_ja-71/medium,https://scrydex.com/pokemon/cards/mega-turbo/xy6_ja-71?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,72,Wide Lens,U,https://images.scrydex.com/pokemon/xy6_ja-72/medium,https://scrydex.com/pokemon/cards/wide-lens/xy6_ja-72?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,73,Gallade Spirit Link,U,https://images.scrydex.com/pokemon/xy6_ja-73/medium,https://scrydex.com/pokemon/cards/gallade-spirit-link/xy6_ja-73?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,74,Latios Spirit Link,U,https://images.scrydex.com/pokemon/xy6_ja-74/medium,https://scrydex.com/pokemon/cards/latios-spirit-link/xy6_ja-74?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,78,Double Dragon Energy,U,https://images.scrydex.com/pokemon/xy6_ja-78/medium,https://scrydex.com/pokemon/cards/double-dragon-energy/xy6_ja-78?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja,,NO_LEARNED_NAME,UNRESOLVED,
