card_id,set_code,card_number,card_name,current_rarity,scrydex_rarity,scrydex_label,status,scrydex_url
3262b574-be73-49fe-bf6b-ed5fbcaf200d,M1S,076,メガユキノオーex,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mega-abomasnow-ex/m1s_ja-76
d101e144-d068-4183-bdd0-fa757bd48ac9,M1S,077,メガライボルトex,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mega-manectric-ex/m1s_ja-77
fc0b0fab-0620-416b-a9f4-fb2d33a9d27f,M1S,078,メガサーナイトex,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mega-gardevoir-ex/m1s_ja-78
51103713-85d9-4c07-a5bb-9f732a3ead17,M1S,079,メガラティアスex,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mega-latias-ex/m1s_ja-79
56eac2ff-1673-4420-b743-b70068bf4dca,M1S,080,メガガルーラex,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mega-kangaskhan-ex/m1s_ja-80
650d6aec-4dfc-422b-bcff-5d17ec46c024,M1S,081,なかよしポフィン,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/buddy-buddy-poffin/m1s_ja-81
0a50013e-2c6e-41ca-b01d-815ddbd31095,M1S,082,ふしぎなアメ,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/rare-candy/m1s_ja-82
f8a11039-2ff7-4f21-8e14-f96f13c50be5,M1S,083,メガシグナル,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mega-signal/m1s_ja-83
42d6d70d-fbcb-46ba-98b8-ef85edc53076,M1S,084,アセロラのいたずら,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/acerolas-mischief/m1s_ja-84
ae66a6f5-b239-4253-8249-1eab35f23771,M1S,085,ミツルの思いやり,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/wallys-compassion/m1s_ja-85
a8b9ec20-a773-4b41-b3cf-401c926a8e21,M1S,086,ミステリーガーデン,UR,SR,スーパーレア,CHANGE,https://scrydex.com/pokemon/cards/mystery-garden/m1s_ja-86
6bc3e6e7-16ed-4d1e-b4d8-460eb7a21345,M2,102,ポケモンいれかえ,SR,PROMO,プロモ,CHANGE,https://scrydex.com/pokemon/cards/switch/m2_ja-102
e5171e1e-c3cf-4f20-80c6-ccec1a6bc739,M2,065,プクリン,U,C,通常,CHANGE,https://scrydex.com/pokemon/cards/wigglytuff/m2_ja-65
6d5a2013-7d77-440d-83cf-ee7c6464f00d,M2a,223,メガリザードンXex,SR,R,Rare,CHANGE,https://scrydex.com/pokemon/cards/mega-charizard-x-ex/m2a_ja-223
3c1bbfb4-9459-4564-914e-65c79948bc96,M2a,224,メガユキメノコex,SR,R,Rare,CHANGE,https://scrydex.com/pokemon/cards/mega-froslass-ex/m2a_ja-224
ec4fdfb7-3766-4d82-99e9-0fd20fb0a56a,M2a,225,メガシビルドンex,SR,R,Rare,CHANGE,https://scrydex.com/pokemon/cards/mega-eelektross-ex/m2a_ja-225
4c48277a-409d-43e8-8746-371f71484b43,M2a,226,メガサーナイトex,SR,R,Rare,CHANGE,https://scrydex.com/pokemon/cards/mega-gardevoir-ex/m2a_ja-226
